incident_id,device,window_start,window_end,text,fault_class
1010,R6,2025-11-22 08:10:00,2025-11-22 08:13:50.133574,"%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %SYS-3-CPUHOG: Task Scheduler detected CPU hog process %RADIUS-4-ERROR: RADIUS server timeout",CPU_SPIKE
384,R2,2025-11-22 03:40:00,2025-11-22 03:44:06.133574,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected %AUTH-3-FAIL: Authentication failed for user admin %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
1077,R7,2025-11-21 18:05:00,2025-11-21 18:07:48.133574,%SYS-5-LOGGING: System logging restarted %SYS-4-RESCHED: High CPU caused delayed process scheduling %OAM-3-LOST: Loss of signal on port Gi0/1,NORMAL
1053,R6,2025-11-22 14:25:00,2025-11-22 14:29:15.133574,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %AUTH-3-FAIL: Authentication failed for user admin,BGP_FLAP
1474,R9,2025-11-22 11:15:00,2025-11-22 11:19:44.133574,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1 %SYS-4-CONFIG: Rollback initiated due to config inconsistency,CONFIG_ERROR
544,R3,2025-11-22 07:00:00,2025-11-22 07:03:57.133574,%AUTH-3-FAIL: Authentication failed for user admin %SSH-5-FAIL: Failed login attempt for user root %RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
668,R4,2025-11-22 02:55:00,2025-11-22 02:58:10.133574,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process %SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
295,R10,2025-11-22 14:15:00,2025-11-22 14:19:38.133574,%SYS-4-RESCHED: High CPU caused delayed process scheduling %SYS-5-RELOAD: Reload requested by admin,CPU_SPIKE
522,R3,2025-11-22 03:35:00,2025-11-22 03:38:27.133574,%RADIUS-4-ERROR: RADIUS server timeout %SYS-3-CPUHOG: Task Scheduler detected CPU hog process,AUTH_FAILURE
1315,R8,2025-11-22 10:40:00,2025-11-22 10:44:50.133574,%KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation %LINK-3-UPDOWN: Interface Gi0/1 is down,CPU_SPIKE
83,R1,2025-11-22 04:45:00,2025-11-22 04:49:27.133574,%OAM-3-LOST: Loss of signal on port Gi0/1 %BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1 %PARSER-4-BADCMD: Bad command detected in config file %SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
1263,R8,2025-11-22 01:40:00,2025-11-22 01:44:04.133574,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected",LINK_DOWN
238,R10,2025-11-22 03:45:00,2025-11-22 03:48:46.133574,%LINK-3-UPDOWN: Interface Gi0/1 is down %SYS-5-LOGGING: System logging restarted,LINK_DOWN
1132,R7,2025-11-22 02:40:00,2025-11-22 02:43:07.133574,%SYS-5-LOGGING: System logging restarted %PLATFORM-3-CPUHIGH: CPU utilization above 95% %SYS-4-RESCHED: High CPU caused delayed process scheduling,CPU_SPIKE
1051,R6,2025-11-22 14:10:00,2025-11-22 14:13:28.133574,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process %SYS-4-RESCHED: High CPU caused delayed process scheduling %BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,CPU_SPIKE
252,R10,2025-11-22 05:55:00,2025-11-22 05:58:52.133574,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %AUTH-3-FAIL: Authentication failed for user admin %SSH-5-FAIL: Failed login attempt for user root %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,AUTH_FAILURE
840,R5,2025-11-22 06:15:00,2025-11-22 06:17:41.133574,%CONFIG-3-ERROR: Failed to apply running-config changes %SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
659,R4,2025-11-22 01:25:00,2025-11-22 01:28:25.133574,%AAA-5-NO_ATTR: Missing AAA attributes in request %LINK-5-UPDOWN: Interface Gi0/2 changed state to up,AUTH_FAILURE
1448,R9,2025-11-22 06:25:00,2025-11-22 06:29:11.133574,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %SYS-4-RESCHED: High CPU caused delayed process scheduling %PLATFORM-3-CPUHIGH: CPU utilization above 95%,CPU_SPIKE
704,R4,2025-11-22 08:40:00,2025-11-22 08:42:30.133574,%RADIUS-4-ERROR: RADIUS server timeout %AAA-5-NO_ATTR: Missing AAA attributes in request %KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,AUTH_FAILURE
1163,R7,2025-11-22 08:10:00,2025-11-22 08:11:07.133574,%AUTH-3-FAIL: Authentication failed for user admin %LINK-3-UPDOWN: Interface Gi0/1 is down %BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle,AUTH_FAILURE
310,R2,2025-11-21 16:30:00,2025-11-21 16:32:35.133574,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %BGP-5-NBRUP: BGP adjacency established successfully %LINK-5-UPDOWN: Interface Gi0/2 changed state to up",NORMAL
1402,R9,2025-11-21 23:25:00,2025-11-21 23:28:59.133574,%BGP-5-NBRUP: BGP adjacency established successfully %BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,NORMAL
786,R5,2025-11-21 21:00:00,2025-11-21 21:04:37.133574,%PARSER-4-BADCMD: Bad command detected in config file %RADIUS-4-ERROR: RADIUS server timeout,CONFIG_ERROR
1250,R8,2025-11-21 23:25:00,2025-11-21 23:29:58.133574,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %SYS-5-RELOAD: Reload requested by admin",LINK_DOWN
265,R10,2025-11-22 08:00:00,2025-11-22 08:03:31.133574,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle",LINK_DOWN
163,R10,2025-11-21 16:50:00,2025-11-21 16:53:55.133574,%LINK-5-UPDOWN: Interface Gi0/2 changed state to up %LINK-3-UPDOWN: Interface Gi0/1 is down %AUTH-3-FAIL: Authentication failed for user admin,NORMAL
75,R1,2025-11-22 04:00:00,2025-11-22 04:03:18.133574,%AUTH-3-FAIL: Authentication failed for user admin %LINK-5-UPDOWN: Interface Gi0/2 changed state to up %PLATFORM-3-CPUHIGH: CPU utilization above 95%,AUTH_FAILURE
622,R4,2025-11-21 20:00:00,2025-11-21 20:01:02.133574,%AAA-5-NO_ATTR: Missing AAA attributes in request %LINK-5-UPDOWN: Interface Gi0/2 changed state to up,AUTH_FAILURE
502,R3,2025-11-21 23:20:00,2025-11-21 23:22:49.133574,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %SYS-3-CPUHOG: Task Scheduler detected CPU hog process",BGP_FLAP
1054,R6,2025-11-22 14:40:00,2025-11-22 14:44:43.133574,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1 %RADIUS-4-ERROR: RADIUS server timeout %KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation %SYS-4-CONFIG: Rollback initiated due to config inconsistency %CONFIG-3-ERROR: Failed to apply running-config changes %LINK-5-UPDOWN: Interface Gi0/2 changed state to up %KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CONFIG_ERROR
756,R5,2025-11-21 16:25:00,2025-11-21 16:29:31.133574,%AUTH-3-FAIL: Authentication failed for user admin %RADIUS-4-ERROR: RADIUS server timeout,AUTH_FAILURE
693,R4,2025-11-22 06:45:00,2025-11-22 06:49:19.133574,%LINK-3-UPDOWN: Interface Gi0/1 is down %PLATFORM-3-CPUHIGH: CPU utilization above 95% %RADIUS-4-ERROR: RADIUS server timeout,LINK_DOWN
569,R3,2025-11-22 11:15:00,2025-11-22 11:19:55.133574,"%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %SSH-5-FAIL: Failed login attempt for user root",BGP_FLAP
1413,R9,2025-11-22 01:10:00,2025-11-22 01:14:08.133574,%OAM-3-LOST: Loss of signal on port Gi0/1 %SYS-5-RELOAD: Reload requested by admin %SYS-5-RELOAD: Reload requested by admin,NORMAL
1112,R7,2025-11-21 23:45:00,2025-11-21 23:45:24.133574,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %SYS-4-CONFIG: Rollback initiated due to config inconsistency",LINK_DOWN
884,R5,2025-11-22 13:35:00,2025-11-22 13:36:43.133574,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1 %SYS-3-CPUHOG: Task Scheduler detected CPU hog process,BGP_FLAP
46,R1,2025-11-22 00:00:00,2025-11-22 00:03:53.133574,%SYS-4-RESCHED: High CPU caused delayed process scheduling %BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1 %CONFIG-3-ERROR: Failed to apply running-config changes %SSH-5-FAIL: Failed login attempt for user root,CPU_SPIKE
540,R3,2025-11-22 06:20:00,2025-11-22 06:24:04.133574,%AAA-5-NO_ATTR: Missing AAA attributes in request %SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,AUTH_FAILURE
700,R4,2025-11-22 08:15:00,2025-11-22 08:19:25.133574,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,LINK_DOWN
738,R4,2025-11-22 13:40:00,2025-11-22 13:43:05.133574,%AUTH-3-FAIL: Authentication failed for user admin %SYS-3-CPUHOG: Task Scheduler detected CPU hog process %SYS-3-CPUHOG: Task Scheduler detected CPU hog process,CPU_SPIKE
211,R10,2025-11-21 23:45:00,2025-11-21 23:49:56.133574,"%RADIUS-4-ERROR: RADIUS server timeout %PARSER-4-BADCMD: Bad command detected in config file %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",AUTH_FAILURE
911,R6,2025-11-21 16:40:00,2025-11-21 16:42:09.133574,%SYS-3-CPUHOG: Task Scheduler detected CPU hog process %RADIUS-4-ERROR: RADIUS server timeout,CPU_SPIKE
498,R3,2025-11-21 22:45:00,2025-11-21 22:47:23.133574,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1 %SYS-5-LOGGING: System logging restarted,CONFIG_ERROR
4,R1,2025-11-21 15:50:00,2025-11-21 15:53:12.133574,"%SYS-4-RESCHED: High CPU caused delayed process scheduling %BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",CPU_SPIKE
3,R1,2025-11-21 15:45:00,2025-11-21 15:49:23.133574,%CONFIG-3-ERROR: Failed to apply running-config changes %LINK-3-UPDOWN: Interface Gi0/1 is down %SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1,CONFIG_ERROR
552,R3,2025-11-22 08:35:00,2025-11-22 08:38:23.133574,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1 %BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,CONFIG_ERROR
289,R10,2025-11-22 13:20:00,2025-11-22 13:23:05.133574,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %BGP-5-NBRUP: BGP adjacency established successfully %LINK-5-UPDOWN: Interface Gi0/2 changed state to up,NORMAL
492,R3,2025-11-21 22:10:00,2025-11-21 22:13:56.133574,%BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1 %SYS-4-CONFIG: Rollback initiated due to config inconsistency,BGP_FLAP
188,R10,2025-11-21 21:05:00,2025-11-21 21:07:55.133574,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1 %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,BGP_FLAP
1420,R9,2025-11-22 02:40:00,2025-11-22 02:44:48.133574,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,BGP_FLAP
90,R1,2025-11-22 06:00:00,2025-11-22 06:01:55.133574,%PLATFORM-3-CPUHIGH: CPU utilization above 95% %LINK-5-UPDOWN: Interface Gi0/2 changed state to up,CPU_SPIKE
962,R6,2025-11-22 00:35:00,2025-11-22 00:38:36.133574,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected %OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
425,R2,2025-11-22 10:10:00,2025-11-22 10:12:20.133574,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %SYS-5-LOGGING: System logging restarted,BGP_FLAP
1189,R7,2025-11-22 12:25:00,2025-11-22 12:29:01.133574,%SYS-5-RELOAD: Reload requested by admin %PLATFORM-3-CPUHIGH: CPU utilization above 95% %AUTH-3-FAIL: Authentication failed for user admin,NORMAL
897,R5,2025-11-22 15:05:00,2025-11-22 15:07:07.133574,%SYS-5-RELOAD: Reload requested by admin %SSH-5-FAIL: Failed login attempt for user root %OAM-3-LOST: Loss of signal on port Gi0/1,NORMAL
1216,R8,2025-11-21 16:45:00,2025-11-21 16:49:35.133574,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %PLATFORM-3-CPUHIGH: CPU utilization above 95% %BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation %LINK-3-UPDOWN: Interface Gi0/1 is down",BGP_FLAP
1251,R8,2025-11-21 23:30:00,2025-11-21 23:32:07.133574,"%LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down %AUTH-3-FAIL: Authentication failed for user admin %SYS-3-CPUHOG: Task Scheduler detected CPU hog process %BGP-5-NBRUP: BGP adjacency established successfully",LINK_DOWN
876,R5,2025-11-22 11:35:00,2025-11-22 11:39:04.133574,%SYS-5-LOGGING: System logging restarted %LINK-3-UPDOWN: Interface Gi0/1 is down %SYS-4-CONFIG: Rollback initiated due to config inconsistency,NORMAL
1090,R7,2025-11-21 20:00:00,2025-11-21 20:04:39.133574,%BGP-5-NBRUP: BGP adjacency established successfully %SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1 %SYS-4-RESCHED: High CPU caused delayed process scheduling,NORMAL
1301,R8,2025-11-22 07:55:00,2025-11-22 07:55:36.133574,%AUTH-3-FAIL: Authentication failed for user admin %LINK-3-UPDOWN: Interface Gi0/1 is down,AUTH_FAILURE
1009,R6,2025-11-22 07:55:00,2025-11-22 07:57:05.133574,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %SYS-3-CPUHOG: Task Scheduler detected CPU hog process",BGP_FLAP
1447,R9,2025-11-22 06:20:00,2025-11-22 06:23:21.133574,%AAA-5-NO_ATTR: Missing AAA attributes in request %BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,AUTH_FAILURE
73,R1,2025-11-22 03:50:00,2025-11-22 03:54:41.133574,%LINK-3-UPDOWN: Interface Gi0/1 is down %SSH-5-FAIL: Failed login attempt for user root %SYS-4-RESCHED: High CPU caused delayed process scheduling %OAM-3-LOST: Loss of signal on port Gi0/1,LINK_DOWN
727,R4,2025-11-22 11:50:00,2025-11-22 11:54:33.133574,%SYS-5-RELOAD: Reload requested by admin %SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1 %AUTH-3-FAIL: Authentication failed for user admin %SYS-5-LOGGING: System logging restarted %AUTH-3-FAIL: Authentication failed for user admin,NORMAL
131,R1,2025-11-22 12:05:00,2025-11-22 12:07:59.133574,%SYS-4-RESCHED: High CPU caused delayed process scheduling %LINK-5-UPDOWN: Interface Gi0/2 changed state to up,CPU_SPIKE
707,R4,2025-11-22 09:05:00,2025-11-22 09:07:14.133574,%AAA-5-NO_ATTR: Missing AAA attributes in request %OAM-3-LOST: Loss of signal on port Gi0/1 %BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %PARSER-4-BADCMD: Bad command detected in config file,AUTH_FAILURE
392,R2,2025-11-22 05:05:00,2025-11-22 05:08:42.133574,%CONFIG-3-ERROR: Failed to apply running-config changes %SYS-4-CONFIG: Rollback initiated due to config inconsistency %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,CONFIG_ERROR
656,R4,2025-11-22 01:05:00,2025-11-22 01:09:47.133574,%BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1 %OAM-3-LOST: Loss of signal on port Gi0/1,BGP_FLAP
1291,R8,2025-11-22 06:30:00,2025-11-22 06:34:45.133574,%ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected %AAA-5-NO_ATTR: Missing AAA attributes in request,LINK_DOWN
1406,R9,2025-11-22 00:05:00,2025-11-22 00:08:35.133574,%PLATFORM-3-CPUHIGH: CPU utilization above 95% %AUTH-3-FAIL: Authentication failed for user admin,CPU_SPIKE
955,R6,2025-11-21 23:00:00,2025-11-21 23:02:44.133574,%AUTH-3-FAIL: Authentication failed for user admin %BGP-3-KEEPALIVE: Missing keepalive from neighbor 10.1.1.1,AUTH_FAILURE
953,R6,2025-11-21 22:45:00,2025-11-21 22:47:59.133574,%BGP-5-NBRUP: BGP adjacency established successfully %BGP-5-NBRUP: BGP adjacency established successfully %KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,NORMAL
1241,R8,2025-11-21 21:55:00,2025-11-21 21:59:03.133574,%SSH-5-FAIL: Failed login attempt for user root %SYS-4-CONFIG: Rollback initiated due to config inconsistency %OAM-3-LOST: Loss of signal on port Gi0/1,AUTH_FAILURE
904,R6,2025-11-21 15:50:00,2025-11-21 15:53:42.133574,%LINK-3-UPDOWN: Interface Gi0/1 is down %PLATFORM-3-CPUHIGH: CPU utilization above 95%,LINK_DOWN
412,R2,2025-11-22 08:05:00,2025-11-22 08:08:14.133574,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %BGP-5-NBRUP: BGP adjacency established successfully",BGP_FLAP
1119,R7,2025-11-22 00:35:00,2025-11-22 00:39:44.133574,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1 %SYS-5-LOGGING: System logging restarted %RADIUS-4-ERROR: RADIUS server timeout,CONFIG_ERROR
640,R4,2025-11-21 22:25:00,2025-11-21 22:27:29.133574,%LINK-3-UPDOWN: Interface Gi0/1 is down %SSH-5-FAIL: Failed login attempt for user root,LINK_DOWN
600,R4,2025-11-21 16:20:00,2025-11-21 16:24:02.133574,%CONFIG-3-ERROR: Failed to apply running-config changes %BGP-5-NBRUP: BGP adjacency established successfully %SYS-4-RESCHED: High CPU caused delayed process scheduling,CONFIG_ERROR
363,R2,2025-11-22 00:45:00,2025-11-22 00:49:38.133574,%SSH-5-FAIL: Failed login attempt for user root %SSH-5-FAIL: Failed login attempt for user root,AUTH_FAILURE
436,R2,2025-11-22 11:45:00,2025-11-22 11:47:47.133574,"%AUTH-3-FAIL: Authentication failed for user admin %LINEPROTO-5-UPDOWN: Line protocol on Interface Gi0/1, changed state to down",AUTH_FAILURE
931,R6,2025-11-21 19:35:00,2025-11-21 19:38:54.133574,%BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %RADIUS-4-ERROR: RADIUS server timeout %PARSER-4-BADCMD: Bad command detected in config file,BGP_FLAP
439,R2,2025-11-22 12:10:00,2025-11-22 12:14:28.133574,"%BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection %RADIUS-4-ERROR: RADIUS server timeout %SYS-5-RELOAD: Reload requested by admin",BGP_FLAP
1483,R9,2025-11-22 12:55:00,2025-11-22 12:59:56.133574,%SYS-4-CONFIG: Rollback initiated due to config inconsistency %CONFIG-3-ERROR: Failed to apply running-config changes %SYS-5-RELOAD: Reload requested by admin,CONFIG_ERROR
976,R6,2025-11-22 03:05:00,2025-11-22 03:06:36.133574,%AAA-5-NO_ATTR: Missing AAA attributes in request %BGP-4-MSG: BGP notification sent to neighbor 10.1.1.1,AUTH_FAILURE
28,R1,2025-11-21 20:30:00,2025-11-21 20:33:28.133574,%SYS-4-CONFIG: Rollback initiated due to config inconsistency %BGP-5-ADJCHANGE: BGP adjacency changed from Established to Idle %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected,CONFIG_ERROR
555,R3,2025-11-22 09:00:00,2025-11-22 09:02:54.133574,%SYS-5-LOGGING: System logging restarted %ETH-4-LINKFLAP: Interface Gi0/1 link flapping detected %LINK-5-UPDOWN: Interface Gi0/2 changed state to up,NORMAL
1267,R8,2025-11-22 02:10:00,2025-11-22 02:14:32.133574,%AUTH-3-FAIL: Authentication failed for user admin %AAA-5-NO_ATTR: Missing AAA attributes in request,AUTH_FAILURE
357,R2,2025-11-21 23:35:00,2025-11-21 23:39:23.133574,%PARSER-4-BADCMD: Bad command detected in config file %KERN-3-PROCESSBLOCK: Process blocked due to CPU saturation,CONFIG_ERROR
1252,R8,2025-11-21 23:40:00,2025-11-21 23:43:09.133574,"%OAM-3-LOST: Loss of signal on port Gi0/1 %BGP-5-NBR_RESET: Neighbor 10.1.1.1 reset, closed peer connection",LINK_DOWN
1451,R9,2025-11-22 06:50:00,2025-11-22 06:54:35.133574,%SSH-5-FAIL: Failed login attempt for user root %CONFIG-3-ERROR: Failed to apply running-config changes %SYS-5-LOGGING: System logging restarted,AUTH_FAILURE
1416,R9,2025-11-22 02:10:00,2025-11-22 02:14:09.133574,%SYS-5-CONFIG_I: Invalid configuration on interface Gi0/1 %PARSER-4-BADCMD: Bad command detected in config file,CONFIG_ERROR
